seed,method,index_bits,horizon,calibration_horizon,weight_relative_mse,kernel_relative_mse,rollout_relative_mse,tail_rollout_relative_mse,max_radius,unstable_modes,operator_file_bytes,shared_projection_bytes,total_deployed_bytes,fit_elapsed_s,peak_cuda_bytes
0,fp32,4,64,128,0.0,0.0,0.0,0.0,0.9998864449885886,0,524,4096,4620,0.00040531158447265625,34803200
0,fp32,4,128,128,0.0,0.0,0.0,0.0,0.9998864449885886,0,524,4096,4620,0.00040531158447265625,36032512
0,fp32,4,256,128,0.0,0.0,0.0,0.0,0.9998864449885886,0,524,4096,4620,0.00040531158447265625,38482944
0,fp32,4,512,128,0.0,0.0,0.0,0.0,0.9998864449885886,0,524,4096,4620,0.00040531158447265625,43383808
0,cartesian_nearest,4,64,128,0.0585551791519661,3.5764116699017644e+16,1950307145209551.5,2661849676958398.5,1.4138592759645126,64,304,4096,4400,0.025622129440307617,36746240
0,cartesian_nearest,4,128,128,0.0585551791519661,2.965457551575732e+35,1.350640581834191e+34,1.859681174670611e+34,1.4138592759645126,64,304,4096,4400,0.025622129440307617,36746240
0,cartesian_nearest,4,256,128,0.0585551791519661,4.944761138741144e+73,6.486748249198726e+71,9.11572846323717e+71,1.4138592759645126,64,304,4096,4400,0.025622129440307617,38483968
0,cartesian_nearest,4,512,128,0.0585551791519661,2.8927823237385957e+150,1.774001768702488e+148,2.5278210103352356e+148,1.4138592759645126,64,304,4096,4400,0.025622129440307617,43384832
0,cartesian_weight,4,64,128,0.06536264839361484,0.9873549667550076,0.8677410157971214,0.9404872823221264,0.999886452199484,0,304,4096,4400,0.25359368324279785,36747264
0,cartesian_weight,4,128,128,0.06536264839361484,1.0711609172652088,1.0290909517628348,1.068842219198615,0.999886452199484,0,304,4096,4400,0.25359368324279785,36747264
0,cartesian_weight,4,256,128,0.06536264839361484,1.104679271562352,1.0552765025615543,1.0863849132785375,0.999886452199484,0,304,4096,4400,0.25359368324279785,38483968
0,cartesian_weight,4,512,128,0.06536264839361484,1.1371909744273696,1.0603486289550585,1.0697375761620118,0.999886452199484,0,304,4096,4400,0.25359368324279785,43384832
0,cartesian_memory,4,64,128,1.1389139921036635,0.8148034376923226,0.7331231138618395,0.7956650479345997,0.9959409799821463,0,304,4096,4400,0.24915122985839844,38998528
0,cartesian_memory,4,128,128,1.1389139921036635,0.8710290683022224,0.8195897220854446,0.8493350052146812,0.9959409799821463,0,304,4096,4400,0.24915122985839844,38998528
0,cartesian_memory,4,256,128,1.1389139921036635,0.9096207672041302,0.8803612837618557,0.9047072965263684,0.9959409799821463,0,304,4096,4400,0.24915122985839844,38998528
0,cartesian_memory,4,512,128,1.1389139921036635,0.9401027548432274,0.907726226445414,0.9265015911011043,0.9959409799821463,0,304,4096,4400,0.24915122985839844,43384832
0,cartesian_normalized_memory,4,64,128,1.67765198531135,1.0480249568170945,0.9746519813290406,1.0066576549519923,0.9998864531517028,0,304,4096,4400,0.25696468353271484,38998528
0,cartesian_normalized_memory,4,128,128,1.67765198531135,1.1375377049677946,1.0999109401866294,1.1323476527694163,0.9998864531517028,0,304,4096,4400,0.25696468353271484,38998528
0,cartesian_normalized_memory,4,256,128,1.67765198531135,1.230816795172693,1.1746772526564004,1.1992523581657226,0.9998864531517028,0,304,4096,4400,0.25696468353271484,38998528
0,cartesian_normalized_memory,4,512,128,1.67765198531135,1.4130529893898316,1.2309001951124607,1.2850898291099553,0.9998864531517028,0,304,4096,4400,0.25696468353271484,43384832
0,phase_nearest,4,64,128,0.010462176281192377,1.4170850302659186,1.357091984733287,1.5370348420245616,0.9998864531517028,0,304,4096,4400,0.0007317066192626953,36747264
0,phase_nearest,4,128,128,0.010462176281192377,1.5686196004825665,1.50865762874698,1.5901528063147088,0.9998864531517028,0,304,4096,4400,0.0007317066192626953,36747264
0,phase_nearest,4,256,128,0.010462176281192377,1.6779910798864237,1.6050928527474655,1.675997840716826,0.9998864531517028,0,304,4096,4400,0.0007317066192626953,38483968
0,phase_nearest,4,512,128,0.010462176281192377,1.7229082801636493,1.5229909381941458,1.5527320812134513,0.9998864531517028,0,304,4096,4400,0.0007317066192626953,43384832
0,phase_weight,4,64,128,0.010458008871745679,1.3989808775570276,1.341399641068207,1.5173519038224659,0.9998864531517029,0,304,4096,4400,0.13931775093078613,36747264
0,phase_weight,4,128,128,0.010458008871745679,1.541599446866327,1.490376123633768,1.5689286718721074,0.9998864531517029,0,304,4096,4400,0.13931775093078613,36747264
0,phase_weight,4,256,128,0.010458008871745679,1.6607326412364152,1.6010858837936526,1.6785012906406993,0.9998864531517029,0,304,4096,4400,0.13931775093078613,38483968
0,phase_weight,4,512,128,0.010458008871745679,1.6787893199193455,1.5454398253439243,1.5868020414386792,0.9998864531517029,0,304,4096,4400,0.13931775093078613,43384832
0,phase_memory,4,64,128,1.302868354780504,0.8871453666361071,0.8638215908493716,0.8974284944940314,0.999886453151703,0,304,4096,4400,0.23712921142578125,38998016
0,phase_memory,4,128,128,1.302868354780504,0.9600889133190421,0.9208472348826016,0.9411036629103544,0.999886453151703,0,304,4096,4400,0.23712921142578125,38998016
0,phase_memory,4,256,128,1.302868354780504,1.1757293193093499,1.0540425956271948,1.106177195754384,0.999886453151703,0,304,4096,4400,0.23712921142578125,38998016
0,phase_memory,4,512,128,1.302868354780504,1.286044468049362,1.1647328484328534,1.2254876926916913,0.999886453151703,0,304,4096,4400,0.23712921142578125,43384832
1,fp32,4,64,128,0.0,0.0,0.0,0.0,0.9998933601455421,0,524,4096,4620,0.0002751350402832031,34926080
1,fp32,4,128,128,0.0,0.0,0.0,0.0,0.9998933601455421,0,524,4096,4620,0.0002751350402832031,36032512
1,fp32,4,256,128,0.0,0.0,0.0,0.0,0.9998933601455421,0,524,4096,4620,0.0002751350402832031,38482944
1,fp32,4,512,128,0.0,0.0,0.0,0.0,0.9998933601455421,0,524,4096,4620,0.0002751350402832031,43383808
1,cartesian_nearest,4,64,128,0.06789465685657428,4.71025062278637e+16,2284386406747878.5,3152357032927760.5,1.4140464079719008,64,304,4096,4400,0.0007619857788085938,36746240
