seed,method,horizon,calibration_horizon,weight_relative_mse,kernel_relative_mse,rollout_relative_mse,tail_rollout_relative_mse,max_radius,unstable_modes,operator_file_bytes,shared_projection_bytes,total_deployed_bytes,fit_elapsed_s,peak_cuda_bytes
1,phase_nearest,128,128,0.01465453926437276,1.4932016532539243,1.3125589993364848,1.406059063541127,0.9998933672904968,0,304,4096,4400,0.0007348060607910156,36747264
1,phase_nearest,256,128,0.01465453926437276,1.7957249718509058,1.5492388727070723,1.6434290755620728,0.9998933672904968,0,304,4096,4400,0.0007348060607910156,38483968
1,phase_nearest,512,128,0.01465453926437276,1.8257241200231618,1.877621249286897,2.0264148638588946,0.9998933672904968,0,304,4096,4400,0.0007348060607910156,43384832
1,phase_weight,64,128,0.010627617587249416,1.66757300535253,1.346380362066439,1.5263572639126266,0.999893367290497,0,304,4096,4400,0.13840699195861816,36747264
1,phase_weight,128,128,0.010627617587249416,1.7972616604198637,1.6442136140819579,1.7678380676797125,0.999893367290497,0,304,4096,4400,0.13840699195861816,36747264
1,phase_weight,256,128,0.010627617587249416,1.8165534767661051,1.8372142766254047,1.8961552493752354,0.999893367290497,0,304,4096,4400,0.13840699195861816,38483968
1,phase_weight,512,128,0.010627617587249416,1.8043399377647953,1.855578208630064,1.8809254478910287,0.999893367290497,0,304,4096,4400,0.13840699195861816,43384832
1,phase_memory,64,128,1.4401307133076198,0.8797205264404423,0.9093381577304497,0.9419278262962791,0.9998933672904968,0,304,4096,4400,0.2340254783630371,38998016
1,phase_memory,128,128,1.4401307133076198,0.9684862102470221,0.9282940304431359,0.9631656193008307,0.9998933672904968,0,304,4096,4400,0.2340254783630371,38998016
1,phase_memory,256,128,1.4401307133076198,1.2189256819910457,1.069186892158221,1.1258555165543835,0.9998933672904968,0,304,4096,4400,0.2340254783630371,38998016
1,phase_memory,512,128,1.4401307133076198,1.5950259585351823,1.3293352655482737,1.4616364978350118,0.9998933672904968,0,304,4096,4400,0.2340254783630371,43384832
2,fp32,64,128,0.0,0.0,0.0,0.0,0.9998939338806715,0,524,4096,4620,0.0002799034118652344,34926080
2,fp32,128,128,0.0,0.0,0.0,0.0,0.9998939338806715,0,524,4096,4620,0.0002799034118652344,36032512
2,fp32,256,128,0.0,0.0,0.0,0.0,0.9998939338806715,0,524,4096,4620,0.0002799034118652344,38482944
